RealTimestamp,type K thermocouple_Voltage (mV)
2025-10-28 16:57:56.900,9.455020224891086
2025-10-28 16:57:57.941,9.455887810077002
2025-10-28 16:57:58.969,9.454862482130011
2025-10-28 16:57:59.997,9.457307494926681
2025-10-28 16:58:01.037,9.451549884147425
2025-10-28 16:58:02.066,9.458490565634747
2025-10-28 16:58:03.093,9.458963793917974
2025-10-28 16:58:04.122,9.442243061243971
2025-10-28 16:58:05.151,9.45210198381119
2025-10-28 16:58:06.178,9.44823728616484
2025-10-28 16:58:07.211,9.449341485492369
2025-10-28 16:58:08.245,9.439876919827839
2025-10-28 16:58:09.275,9.45352166866087
2025-10-28 16:58:10.306,9.451549884147425
2025-10-28 16:58:11.331,9.439955791208376
2025-10-28 16:58:12.362,9.452654083474954
2025-10-28 16:58:13.391,9.450287942058821
2025-10-28 16:58:14.419,9.450287942058821
2025-10-28 16:58:15.448,9.451549884147425
2025-10-28 16:58:16.476,9.43735303565063
2025-10-28 16:58:17.500,9.451549884147425
2025-10-28 16:58:18.533,9.445634530607094
2025-10-28 16:58:19.561,9.447448572359463
2025-10-28 16:58:20.589,9.457149752165606
2025-10-28 16:58:21.615,9.456045552838077
2025-10-28 16:58:22.642,9.45801733735152
2025-10-28 16:58:23.669,9.442479675385584
2025-10-28 16:58:24.697,9.445161302323868
2025-10-28 16:58:25.724,9.440744505013754
2025-10-28 16:58:26.751,9.43806287807547
2025-10-28 16:58:27.779,9.45139214138635
2025-10-28 16:58:28.807,9.450840041722586
2025-10-28 16:58:29.834,9.443978231615802
2025-10-28 16:58:30.861,9.44823728616484
2025-10-28 16:58:31.888,9.448631643067529
2025-10-28 16:58:32.915,9.450051327917208
2025-10-28 16:58:33.939,9.454073768324633
2025-10-28 16:58:34.970,9.452654083474954
2025-10-28 16:58:35.997,9.452259726572265
2025-10-28 16:58:37.026,9.448552771686991
2025-10-28 16:58:38.049,9.440586762252678
2025-10-28 16:58:39.073,9.458096208732059
2025-10-28 16:58:40.101,9.456124424218615
2025-10-28 16:58:41.129,9.454468125227322
2025-10-28 16:58:42.156,9.449893585156133
2025-10-28 16:58:43.185,9.449420356872906
2025-10-28 16:58:44.215,9.447054215456774
2025-10-28 16:58:45.241,9.44508243094333
2025-10-28 16:58:46.269,9.449814713775595
2025-10-28 16:58:47.296,9.44894712858968
2025-10-28 16:58:48.323,9.451155527244737
2025-10-28 16:58:49.350,9.453916025563558
2025-10-28 16:58:50.378,9.448789385828604
2025-10-28 16:58:51.407,9.436406579084178
2025-10-28 16:58:52.434,9.43632770770364
2025-10-28 16:58:53.461,9.446975344076236
2025-10-28 16:58:54.489,9.455177967652162
2025-10-28 16:58:55.512,9.44192757572182
2025-10-28 16:58:56.538,9.450761170342048
2025-10-28 16:58:57.564,9.454073768324633
2025-10-28 16:58:58.590,9.449893585156133
2025-10-28 16:58:59.618,9.452338597952803
2025-10-28 16:59:00.646,9.443426131952037
2025-10-28 16:59:01.678,9.449578099633982
2025-10-28 16:59:02.709,9.437116421509018
2025-10-28 16:59:03.736,9.435775608039876
2025-10-28 16:59:04.763,9.449578099633982
2025-10-28 16:59:05.787,9.449814713775595
2025-10-28 16:59:06.811,9.448789385828604
2025-10-28 16:59:07.843,9.452969568997105
2025-10-28 16:59:08.870,9.434750280092885
2025-10-28 16:59:09.899,9.446186630270859
2025-10-28 16:59:10.924,9.436406579084178
2025-10-28 16:59:11.954,9.44965697101452
2025-10-28 16:59:12.985,9.439719177066763
2025-10-28 16:59:14.013,9.448473900306453
2025-10-28 16:59:15.042,9.45352166866087
2025-10-28 16:59:16.073,9.448710514448067
2025-10-28 16:59:17.099,9.446423244412472
2025-10-28 16:59:18.127,9.44650211579301
2025-10-28 16:59:19.156,9.441138861916443
2025-10-28 16:59:20.182,9.43735303565063
2025-10-28 16:59:21.211,9.448710514448067
2025-10-28 16:59:22.239,9.450051327917208
2025-10-28 16:59:23.268,9.44823728616484
2025-10-28 16:59:24.296,9.450287942058821
2025-10-28 16:59:25.320,9.453600540041407
2025-10-28 16:59:26.345,9.449183742731293
2025-10-28 16:59:27.369,9.442479675385584
2025-10-28 16:59:28.393,9.45383715418302
2025-10-28 16:59:29.419,9.437274164270093
2025-10-28 16:59:30.444,9.450918913103123
2025-10-28 16:59:31.473,9.445240173704406
2025-10-28 16:59:32.498,9.451944241050114
2025-10-28 16:59:33.523,9.444135974376877
2025-10-28 16:59:34.547,9.436879807367404
2025-10-28 16:59:35.571,9.445319045084943
2025-10-28 16:59:36.597,9.455335710413237
2025-10-28 16:59:37.629,9.441769832960745
2025-10-28 16:59:38.656,9.443820488854726
2025-10-28 16:59:39.681,9.43530237975665
2025-10-28 16:59:40.704,9.447369700978925
2025-10-28 16:59:41.729,9.44997245653667
2025-10-28 16:59:42.753,9.43845723497816
2025-10-28 16:59:43.783,9.443899360235264
2025-10-28 16:59:44.808,9.451076655864199
2025-10-28 16:59:45.840,9.451155527244737
2025-10-28 16:59:46.869,9.451155527244737
2025-10-28 16:59:47.900,9.443505003332575
2025-10-28 16:59:48.928,9.439876919827839
2025-10-28 16:59:49.957,9.448631643067529
2025-10-28 16:59:50.984,9.44894712858968
2025-10-28 16:59:52.018,9.44965697101452
2025-10-28 16:59:53.044,9.447685186501076
2025-10-28 16:59:54.072,9.437984006694933
2025-10-28 16:59:55.100,9.43419818042912
2025-10-28 16:59:56.127,9.447133086837312
2025-10-28 16:59:57.156,9.453442797280331
2025-10-28 16:59:58.186,9.44192757572182
2025-10-28 16:59:59.213,9.454231511085709
2025-10-28 17:00:00.241,9.436643193225791
2025-10-28 17:00:01.272,9.43877272050031
2025-10-28 17:00:02.303,9.440823376394292
2025-10-28 17:00:03.335,9.448158414784302
2025-10-28 17:00:04.365,9.438536106358697
2025-10-28 17:00:05.394,9.450445684819897
2025-10-28 17:00:06.422,9.454625867988398
2025-10-28 17:00:07.451,9.435696736659338
2025-10-28 17:00:08.476,9.453048440377643
2025-10-28 17:00:09.504,9.45068229896151
2025-10-28 17:00:10.534,9.441138861916443
