RealTimestamp,type K thermocouple_Voltage (mV)
2025-10-29 14:33:40.001,4.959906358806165
2025-10-29 14:33:41.031,4.9409646546223485
2025-10-29 14:33:42.064,4.942543129971
2025-10-29 14:33:43.096,4.926758376484486
2025-10-29 14:33:44.120,4.942543129971
2025-10-29 14:33:45.149,4.929915327181789
2025-10-29 14:33:46.187,4.939386179273697
2025-10-29 14:33:47.211,4.921233712764206
2025-10-29 14:33:48.239,4.946489318342628
2025-10-29 14:33:49.267,4.933861515553417
2025-10-29 14:33:50.300,4.9409646546223485
2025-10-29 14:33:51.329,4.928336851833137
2025-10-29 14:33:52.358,4.952013982062908
2025-10-29 14:33:53.385,4.9409646546223485
2025-10-29 14:33:54.412,4.944121605319651
2025-10-29 14:33:55.441,4.93149380253044
2025-10-29 14:33:56.473,4.9488570313656055
2025-10-29 14:33:57.502,4.910184385323646
2025-10-29 14:33:58.532,4.933072277879091
2025-10-29 14:33:59.562,4.929126089507463
2025-10-29 14:34:00.589,4.929915327181789
2025-10-29 14:34:01.615,4.929126089507463
2025-10-29 14:34:02.645,4.9220229504385316
2025-10-29 14:34:03.671,4.954381695085885
2025-10-29 14:34:04.703,4.942543129971
2025-10-29 14:34:05.735,4.958327883457514
2025-10-29 14:34:06.767,4.933072277879091
2025-10-29 14:34:07.800,4.929126089507463
2025-10-29 14:34:08.832,4.949646269039931
2025-10-29 14:34:09.862,4.945700080668303
2025-10-29 14:34:10.891,4.977269587641331
2025-10-29 14:34:11.921,4.982794251361611
2025-10-29 14:34:12.951,4.978058825315657
2025-10-29 14:34:13.981,4.986740439733239
2025-10-29 14:34:15.008,4.944121605319651
2025-10-29 14:34:16.034,4.971744923921051
2025-10-29 14:34:17.062,5.011206807637336
2025-10-29 14:34:18.086,5.001735955545428
2025-10-29 14:34:19.112,4.978848062989982
2025-10-29 14:34:20.142,5.036462413215759
2025-10-29 14:34:21.170,5.036462413215759
2025-10-29 14:34:22.197,5.060928781119856
2025-10-29 14:34:23.225,5.07671353460637
2025-10-29 14:34:24.253,5.0743458215833925
2025-10-29 14:34:25.280,5.085395149023952
2025-10-29 14:34:26.307,5.097233714138838
2025-10-29 14:34:27.338,5.098812189487489
2025-10-29 14:34:28.369,5.129592458786192
2025-10-29 14:34:29.397,5.110650754602375
2025-10-29 14:34:30.429,5.143009499249729
2025-10-29 14:34:31.459,5.154848064364614
2025-10-29 14:34:32.490,5.165108154130849
2025-10-29 14:34:33.522,5.181682145291688
2025-10-29 14:34:34.550,5.195099185755225
2025-10-29 14:34:35.580,5.203780800172808
2025-10-29 14:34:36.607,5.220354791333648
2025-10-29 14:34:37.633,5.236928782494488
2025-10-29 14:34:38.662,5.244821159237745
2025-10-29 14:34:39.696,5.270866002490493
2025-10-29 14:34:40.728,5.285072280628356
2025-10-29 14:34:41.760,5.322166451321664
2025-10-29 14:34:42.792,5.30638169783515
2025-10-29 14:34:43.822,5.319798738298687
2025-10-29 14:34:44.853,5.372677662478509
2025-10-29 14:34:45.880,5.366363761083903
2025-10-29 14:34:46.913,5.381359276896092
2025-10-29 14:34:47.946,5.40740412014884
2025-10-29 14:34:48.974,5.435816676424565
2025-10-29 14:34:50.000,5.443709053167822
2025-10-29 14:34:51.024,5.4563368559570335
2025-10-29 14:34:52.047,5.476067797815176
2025-10-29 14:34:53.071,5.51395120618281
2025-10-29 14:34:54.095,5.498166452696296
2025-10-29 14:34:55.119,5.546309950830164
2025-10-29 14:34:56.145,5.585771834546449
2025-10-29 14:34:57.171,5.592085735941055
2025-10-29 14:34:58.195,5.6149736284965
2025-10-29 14:34:59.219,5.632336857331666
2025-10-29 14:35:00.243,5.660749413607391
2025-10-29 14:35:01.267,5.702579010346653
2025-10-29 14:35:02.292,5.704157485695305
2025-10-29 14:35:03.320,5.696265108952048
2025-10-29 14:35:04.347,5.744408607085916
2025-10-29 14:35:05.371,5.772031925687315
2025-10-29 14:35:06.395,5.789395154522481
2025-10-29 14:35:07.420,5.827278562890115
2025-10-29 14:35:08.444,5.8517449307942115
2025-10-29 14:35:09.469,5.890417576836171
2025-10-29 14:35:10.494,5.895153002882125
2025-10-29 14:35:11.531,5.8943637652078
2025-10-29 14:35:12.565,5.955135066130879
2025-10-29 14:35:13.600,5.97881219636065
2025-10-29 14:35:14.632,6.002489326590421
2025-10-29 14:35:15.665,6.032480358214798
2025-10-29 14:35:16.693,6.022220268448564
