run_id,path,run_type,date,furnace_setpoint,material,coating
25.10.06_run_1_10h41,C:/Users/dark_james/Documents/repos/SHIELD-Data/run_data/25.10.06_run_1_10h41,permeation_exp,2025-10-06,500,unknown,None
25.10.07_run_1_08h16,C:/Users/dark_james/Documents/repos/SHIELD-Data/run_data/25.10.07_run_1_08h16,permeation_exp,2025-10-07,500,unknown,None
25.10.07_run_2_13h52,C:/Users/dark_james/Documents/repos/SHIELD-Data/run_data/25.10.07_run_2_13h52,permeation_exp,2025-10-07,500,unknown,None
25.10.08_run_2_20h05,C:/Users/dark_james/Documents/repos/SHIELD-Data/run_data/25.10.08_run_2_20h05,permeation_exp,2025-10-08,400,unknown,None
